hour_bin,transactions,average_risk,observed_fraud,risk_baseline,risk_std,risk_lift,z_score,spike_score,transaction_risk_score,final_risk_score,severity,explanation,alert
3705,31,0.03041044093813933,0,0.03729119667014263,0.011092237571630713,0.8154857889687298,-0.6203217058388094,10.032881506161209,3.041044093813933,5.837779058752843,LOW,no major anomaly detected,False
3706,47,0.020611019354899188,1,0.037915002261065776,0.01019454170624187,0.5436111862259934,-1.6973772244780538,11.206653397217828,2.0611019354899187,5.719322520181082,LOW,no major anomaly detected,False
3707,104,0.02885287578370303,0,0.03785955389614719,0.010288384890195726,0.762102899121568,-0.8754219645327457,13.472645936403646,2.885287578370303,7.120230921583641,LOW,104 transactions in window,False
3708,146,0.02608608074468522,1,0.0381120238135409,0.009972085593677195,0.6844580301562743,-1.205960674513337,14.44669190378581,2.6086080744685223,7.343841606195438,LOW,146 transactions in window,False
3709,215,0.032893531738087685,4,0.03813365357487679,0.00994421594982647,0.8625853715668776,-0.5269517338750619,15.560773480563311,3.2893531738087685,8.197921296510586,LOW,215 transactions in window,False
3710,220,0.03370833211722869,5,0.038339018661,0.009774526322507852,0.8792173950847149,-0.4737504806865374,15.627020711980766,3.370833211722869,8.273308211826027,LOW,220 transactions in window,False
3711,208,0.03766013639937382,7,0.038069028249896567,0.009810655396443026,0.9892591991621469,-0.041678341965919304,15.465404179519398,3.7660136399373823,8.44576985577019,LOW,208 transactions in window,False
3712,205,0.02888547759779408,3,0.03804067921679687,0.009810819813559028,0.7593312788442456,-0.9331739643561551,15.42354979725498,2.8885477597794083,7.902548574769638,LOW,205 transactions in window,False
3713,255,0.03240919798926078,2,0.03766489279215198,0.009987405602873645,0.8604617081510371,-0.5262322380678119,16.052610409857934,3.2409197989260776,8.36559604329882,LOW,255 transactions in window,False
3714,282,0.030929796347654782,1,0.03729509079423157,0.010011839304601878,0.8293262112781528,-0.6357767292220744,16.34287821170229,3.092979634765478,8.392939065540203,LOW,282 transactions in window,False
3715,236,0.04340364023813957,5,0.036822919884932505,0.010034606235770502,1.1787126163207882,0.6558025495558241,17.169709872151,4.340364023813957,9.472102363148775,LOW,236 transactions in window,False
3716,259,0.0328771814715179,9,0.0370245411796758,0.010119380386482996,0.8879834948384303,-0.40984324630169616,16.097493133391225,3.28771814715179,8.411628141647563,LOW,259 transactions in window,False
3717,229,0.03635104684905416,7,0.03661355338540371,0.010077337615551863,0.9928303452662368,-0.026049195369264717,15.742574407778317,3.635104684905416,8.478092574054577,LOW,229 transactions in window,False
3718,247,0.0337056293551337,11,0.036466815248022706,0.010053428069032576,0.9242822310062099,-0.2746511810627307,15.96070181177124,3.37056293551337,8.406618486016518,LOW,247 transactions in window,False
3719,223,0.0349792173714882,6,0.035765356094367526,0.009606123132828394,0.978019547161642,-0.08183725234509424,15.666053361909682,3.49792173714882,8.365174387053166,LOW,223 transactions in window,False
3720,167,0.034961876301794245,3,0.03512553941716925,0.009091106197294687,0.9953406234298282,-0.018002552365267183,14.833248951734063,3.4961876301794246,8.03101215880128,LOW,167 transactions in window,False
3721,164,0.03805906972616506,5,0.03512978228142178,0.009091000665074147,1.0833847309749034,0.322218373165127,15.406473064658039,3.805906972616506,8.44613340943312,LOW,164 transactions in window,False
3722,153,0.050515080393921594,5,0.035208145810010846,0.009108521098823014,1.4347554871679291,1.6805071227082826,26.34836684628481,5.051508039392159,13.57025156214922,LOW,153 transactions in window,False
3723,98,0.051265636682403574,7,0.03600464610352422,0.00958433030502314,1.4238617020425477,1.592285542463106,23.884841932376748,5.126563668240357,12.629874973894914,LOW,no major anomaly detected,False
3724,86,0.07645257020863887,26,0.03603579361895775,0.00963463007248288,2.121573095268772,4.19494846046181,61.27691169923689,7.645257020863887,29.09791889221309,LOW,risk 2.1x above recent baseline; 4.2σ statistical deviation,False
3725,46,0.08191898577357684,8,0.03677561331283167,0.01187224462227452,2.2275355430984436,3.8024294391683844,55.382590915708285,8.191898577357684,27.068175512697927,LOW,risk 2.2x above recent baseline; 3.8σ statistical deviation,False
3726,19,0.04104277938335859,4,0.03864098445636061,0.015030588593211271,1.062156670198464,0.1597938039554069,9.138453517319272,4.1042779383358585,6.117948169929225,LOW,no major anomaly detected,False
3727,7,0.023493000817392962,0,0.039088934066956994,0.014930818327368037,0.6010141073980392,-1.0445464479985564,6.019728903696724,2.349300081739296,3.8174716105222677,LOW,no major anomaly detected,False
3728,19,0.021618652298739053,0,0.03906222351052346,0.014959281406576607,0.5534414161783426,-1.1660701298202478,8.672278490830793,2.1618652298739054,4.766030534256661,LOW,no major anomaly detected,False
3729,21,0.029746680822353717,2,0.03762880232842295,0.014911792514416801,0.7905295672906532,-0.528583099479741,8.948189802923338,2.9746680822353717,5.364076770510558,LOW,no major anomaly detected,False
3730,26,0.02008428824946728,0,0.037601145656931886,0.014926370782174079,0.5341403273377304,-1.1735510033278977,9.541044576866586,2.0084288249467277,5.021475125714671,LOW,no major anomaly detected,False
3731,70,0.033207611304385064,0,0.03757919852753889,0.014952802369540486,0.8836700250552116,-0.2923590585306564,12.339936828569337,3.3207611304385063,6.928431409690839,LOW,no major anomaly detected,False
3732,115,0.03460223052028178,3,0.03776064584090064,0.01486849131453278,0.916356957083668,-0.21242338942161268,13.761062139124089,3.4602230520281783,7.580558686866542,LOW,115 transactions in window,False
3733,140,0.028347972208446037,6,0.03811548541488383,0.014678163360274993,0.743738979049611,-0.665445190021022,14.326054545154019,2.834797220844604,7.43130015056837,LOW,140 transactions in window,False
3734,161,0.037659896015014425,12,0.03792608710114877,0.014777464664932531,0.9929813195486155,-0.018013312308302987,14.727969070387688,3.7659896015014427,8.150781389055942,LOW,161 transactions in window,False
3735,212,0.037616522770063165,4,0.03809073559688984,0.014750416951770694,0.987550441875284,-0.0321491133692831,15.520285020858202,3.7616522770063163,8.46510537454707,LOW,212 transactions in window,False
3736,240,0.039213213464451786,10,0.038088918362335224,0.014750474994054127,1.0295176432006097,0.0762209422116754,16.099198540356937,3.9213213464451786,8.792472224009883,LOW,240 transactions in window,False
3737,245,0.03295267176447146,4,0.03851924069011263,0.014620379241626165,0.8554860161854116,-0.38074039213650535,15.937261378607037,3.295267176447146,8.352064857311102,LOW,245 transactions in window,False
3738,219,0.04502263325915367,10,0.03854188543074641,0.014610922078841336,1.1681481784292085,0.44355501955569887,16.875003330740952,4.502263325915367,9.451359327845601,LOW,219 transactions in window,False
3739,220,0.034068214582192426,0,0.03912908696872553,0.014574842632544355,0.8706621396359675,-0.3472334154217636,15.627020711980766,3.4068214582192424,8.294901159723851,LOW,220 transactions in window,False
3740,239,0.04178345269126248,2,0.03874011089972773,0.014580374294480785,1.0785579008643504,0.20872864647149494,16.454963542066764,4.178345269126249,9.088992578302456,LOW,239 transactions in window,False
3741,229,0.03749155779153696,6,0.03911120553388375,0.014537943089609307,0.9585886520183169,-0.11140831494273765,15.742574407778317,3.7491557791536962,8.546523230603544,LOW,229 transactions in window,False
3742,262,0.04509044001171457,2,0.039158726823153876,0.014530390547517645,1.151478703976999,0.4082280630491422,17.266794611267272,4.509044001171457,9.612144245209784,LOW,262 transactions in window,False
3743,194,0.04322573516144411,0,0.03963309393384474,0.014530462913833465,1.0906475087106795,0.24724891759498324,15.944545038545698,4.322573516144411,8.971362125104926,LOW,194 transactions in window,False
3744,193,0.03578255455332932,3,0.03997669884175958,0.01451312010205492,0.8950852769251406,-0.28898984222120544,15.24980500056326,3.578255455332932,8.246875273425063,LOW,193 transactions in window,False
3745,148,0.03537071805263622,2,0.04001089376890687,0.014501753125496102,0.8840271916175837,-0.3199734319095927,14.4858124677612,3.5370718052636216,7.916568070262653,LOW,148 transactions in window,False
3746,103,0.05819242673241188,2,0.03989887911584316,0.014527844156472422,1.4584977829440995,1.2592059372015365,20.12375113335711,5.819242673241188,11.541046057287558,LOW,103 transactions in window,False
3747,71,0.0493304194367721,2,0.0402187685466136,0.014852659163278815,1.226552209812145,0.6134693316524641,14.079566861865537,4.9330419436772095,8.59165191095254,LOW,no major anomaly detected,False
3748,33,0.061871057213970515,1,0.040138134494712284,0.01479522099545332,1.5414532337600613,1.468915045333687,20.130719690524124,6.187105721397051,11.764551309047881,LOW,risk 1.5x above recent baseline,False
3749,21,0.05000422796225285,0,0.039530571453267764,0.013480081084963527,1.26495079944308,0.7769728121790023,10.935320798746437,5.000422796225285,7.374381997233746,LOW,no major anomaly detected,False
3750,32,0.05630139249492908,3,0.03820078987779593,0.010320662336493976,1.4738279673021646,1.7538218020300131,23.098443974121356,5.630139249492908,12.617461139344288,LOW,no major anomaly detected,False
3751,9,0.04307360311595053,0,0.038836565424111374,0.01095390240594627,1.109099186438578,0.3868062298545859,7.483946087887887,4.307360311595053,5.577994622112186,LOW,no major anomaly detected,False
3752,12,0.020644828692923577,0,0.03965242385321794,0.010480366750689758,0.5206448102477895,-1.8136383594632688,7.425214642560432,2.0644828692923576,4.208775578599587,LOW,no major anomaly detected,False
3753,20,0.07938422868894343,0,0.03961184786964229,0.010554842798891226,2.0040526498583744,3.768164204537389,50.94596747869251,7.938422868894343,25.141440712813612,LOW,risk 2.0x above recent baseline; 3.8σ statistical deviation,False
3754,15,0.02900957739347642,2,0.041680079030750196,0.01309524819496847,0.6960058154418111,-0.9675648333371877,8.026305204928967,2.900957739347642,4.951096725580172,LOW,no major anomaly detected,False
3755,25,0.04535537123799415,0,0.04205196607841725,0.012571554008713216,1.0785553082920503,0.2627682430737955,10.02095575598305,4.535537123799415,6.729704576672869,LOW,no major anomaly detected,False
3756,54,0.024530369845306182,0,0.04255812274231763,0.012443878395663436,0.5763968959306195,-1.4487246117170296,11.600739390057404,2.4530369845306184,6.112117946741333,LOW,no major anomaly detected,False
3757,121,0.03568734768767294,3,0.04213846188086031,0.012885835511098625,0.8469067472983031,-0.5006360811940365,13.907053291619132,3.568734768767294,7.70406217790803,LOW,121 transactions in window,False
3758,119,0.03134921098256918,1,0.042444269192494756,0.012628856261826788,0.7385970256760254,-0.878548142436507,13.859202984351896,3.134921098256918,7.424633852694909,LOW,119 transactions in window,False
3759,151,0.028998152709953293,0,0.04218132398280954,0.012797375693382724,0.6874642607655255,-1.0301464603928923,14.54351958152503,2.8998152709953295,7.55729699520721,LOW,151 transactions in window,False
3760,186,0.03622366103877019,2,0.04182222523030497,0.013049468947090415,0.8661342345916597,-0.4290262089771142,15.14341957111143,3.6223661038770194,8.230787490770783,LOW,186 transactions in window,False
3761,185,0.036411495733054314,2,0.041697660545901565,0.013089662867055145,0.8732263454677957,-0.40384270141531226,15.12789740159562,3.6411495733054315,8.235848704621507,LOW,185 transactions in window,False
3762,178,0.03869556810319475,5,0.04184177821125918,0.013007980048029956,0.9248069694318628,-0.24186769171289735,15.016847381446407,3.8695568103194753,8.328473038770248,LOW,178 transactions in window,False
3763,192,0.038961005448953104,5,0.04157815049642756,0.01300482576462268,0.9370547988251828,-0.20124414543053198,15.23484435910609,3.8961005448953103,8.431598070579621,LOW,192 transactions in window,False
3764,185,0.03873468167456619,7,0.04178201678254259,0.012920053806809004,0.9270658684611499,-0.23586086819316698,15.12789740159562,3.8734681674566187,8.37523986111222,LOW,185 transactions in window,False
3765,166,0.03184317740406085,2,0.04165498465684691,0.012935018421298756,0.7644505853593376,-0.758546059480671,14.81596604858521,3.184317740406085,7.836977063677736,LOW,166 transactions in window,False
3766,188,0.034184658546542256,7,0.041419635474035404,0.013064798759593288,0.825324949273672,-0.5537763773192919,15.174216432615061,3.4184658546542255,8.12076608583856,LOW,188 transactions in window,False
3767,168,0.04350733910042311,5,0.04096522791298656,0.013121109192392845,1.0620553410037459,0.19374209528797903,15.315844342648957,4.350733910042312,8.73677808308497,LOW,168 transactions in window,False
3768,134,0.03471902523519483,2,0.04097696141044402,0.013123344251934293,0.8472815953197009,-0.4768552935222141,14.200170465232894,3.471902523519483,7.763209700204848,LOW,134 transactions in window,False
3769,135,0.03624189678580414,5,0.04093264768885508,0.013143427112131512,0.885403188703864,-0.35688948270739307,14.22153497311706,3.624189678580414,7.863127796395073,LOW,135 transactions in window,False
3770,104,0.04382997034935665,3,0.04096894680273708,0.013128593112370506,1.0698339540041197,0.2179230875792589,13.996400591434544,4.382997034935665,8.228358457535215,LOW,104 transactions in window,False
3771,62,0.04512725356938452,0,0.040370511120109774,0.012627129526798888,1.1178271544574343,0.37670813775841805,12.877571898756957,4.512725356938452,7.858663973665854,LOW,no major anomaly detected,False
3772,57,0.05789327205068734,0,0.04019537920896863,0.01252620164365971,1.4402967005165075,1.4128698663155175,20.21758442070962,5.789327205068734,11.56063009132509,LOW,no major anomaly detected,False
3773,30,0.07263523756495613,0,0.040029638160498496,0.012250204695685024,1.8145364510597313,2.661637108475627,36.82046014696783,7.263523756495613,19.0862983126845,LOW,risk 1.8x above recent baseline; 2.7σ statistical deviation,False
3774,17,0.09602337905557855,2,0.04097259689394447,0.01382160471656343,2.3436000237946915,3.9829515668077775,55.73116744936737,9.602337905557855,28.05386972308166,LOW,risk 2.3x above recent baseline; 4.0σ statistical deviation,False
3775,18,0.03445427846388445,0,0.04262767966730486,0.01759905985136223,0.8082607060198645,-0.46442260396016316,8.523790677828302,3.445427846388445,5.476772978964387,LOW,no major anomaly detected,False
3776,6,0.03843975630227872,0,0.04226854114013543,0.017677336244273437,0.9094176251514593,-0.21659286133096226,5.633171855748475,3.843975630227872,4.559654120436113,LOW,no major anomaly detected,False
3777,4,0.012914817121372504,0,0.04300999645719191,0.017094506482930198,0.30027477761423893,-1.7605175888447608,4.659125888366308,1.2914817121372504,2.6385393826288737,LOW,no major anomaly detected,False
3778,26,0.04096621000935858,2,0.04024043764187645,0.01631171038086712,1.018035896476604,0.04449394640634528,9.676313800441116,4.096621000935858,6.328498120737962,LOW,no major anomaly detected,False
3779,25,0.045882641384381924,0,0.0407386306675382,0.016135420677697684,1.1262686210251693,0.3188023925495635,10.378805601481442,4.588264138438192,6.904480723655492,LOW,no major anomaly detected,False
3780,68,0.032983297497190894,6,0.04076060025697103,0.016142337499927186,0.8091955783097176,-0.48179532609916104,12.257220410468628,3.2983297497190893,6.881886014018906,LOW,no major anomaly detected,False
3781,76,0.03098448779846347,4,0.041112805575799556,0.01586261022442762,0.7536456674390042,-0.6385025940900311,12.574785357439572,3.098448779846347,6.888983410883637,LOW,no major anomaly detected,False
3782,67,0.04444111857013309,0,0.04091685308041583,0.015961285992936017,1.0861323690458513,0.2208008484577616,12.860951439728705,4.444111857013309,7.810847690099467,LOW,no major anomaly detected,False
3783,116,0.02883005043706337,4,0.04146234922989766,0.01584336378611608,0.6953308476856542,-0.7973242906853072,13.785911027138157,2.883005043706337,7.244167437079065,LOW,116 transactions in window,False
3784,166,0.03653610184434508,7,0.04145534496852725,0.0158491498192412,0.8813363360522789,-0.310378990689463,14.81596604858521,3.653610184434508,8.118552530094789,LOW,166 transactions in window,False
3785,145,0.040358899228845925,3,0.0414683633354262,0.015844793437179264,0.9732455294267072,-0.07002073652641992,14.426931569866197,4.035889922884593,8.192306581677235,LOW,145 transactions in window,False
3786,145,0.03277447949630806,3,0.041632838481084185,0.01581046952170996,0.7872266386832859,-0.560284371859569,14.426931569866197,3.277447949630806,7.737241397724962,LOW,145 transactions in window,False
3787,169,0.031021971998614967,3,0.041386126455797236,0.015904215919463918,0.7495741847632978,-0.6516608243791758,14.867508259018889,3.1021971998614966,7.808321623524454,LOW,169 transactions in window,False
3788,207,0.03650300949962834,3,0.04105533339536648,0.01603884176784321,0.8891173565222609,-0.28383121185628507,15.451519847489397,3.6503009499628343,8.37078850897346,LOW,207 transactions in window,False
3789,150,0.03758719202754312,5,0.040962347054744074,0.0160593369215184,0.9176034756336049,-0.21016776992071698,14.524411408656842,3.7587192027543117,8.064996085115325,LOW,150 transactions in window,False
3790,176,0.03781688216975333,11,0.04120168099738917,0.015960018841830795,0.9178480405241155,-0.2120798766705943,14.9843203237469,3.781688216975333,8.262741059683961,LOW,176 transactions in window,False
3791,156,0.03396030669548755,6,0.041353023648356295,0.015907721917088342,0.8212291073143188,-0.464725055630207,14.637213121202924,3.396030669548755,7.892503650210424,LOW,156 transactions in window,False
3792,176,0.029392341424385394,6,0.04095523063148398,0.0159707512927446,0.717670025810825,-0.7240040869180352,14.9843203237469,2.9392341424385395,7.757268614961884,LOW,176 transactions in window,False
3793,169,0.03896405645284936,3,0.040733285472700255,0.01609769163176878,0.9565655213096756,-0.10990575918098244,14.867508259018889,3.896405645284936,8.284846690778517,LOW,169 transactions in window,False
3794,128,0.04078112649693185,0,0.04084670879216047,0.016074242679634875,0.9983944288984867,-0.004079961745986938,14.068562453285875,4.078112649693185,8.074292571130261,LOW,128 transactions in window,False
3795,129,0.04882415066035847,1,0.04071967363164277,0.01606168344742003,1.1990309918009217,0.5045845322034108,15.583649270665894,4.882415066035847,9.162908747887867,LOW,129 transactions in window,False
3796,66,0.03171313715786653,2,0.040873711010433356,0.016123400298757994,0.7758810338941694,-0.568153967700751,12.17207081073364,3.1713137157866527,6.7716165537654485,LOW,no major anomaly detected,False
3797,33,0.031125562885695277,1,0.03978287205656582,0.015804326870125267,0.7823860188233512,-0.5477809489776722,10.20838237065258,3.1125562885695275,5.950886721402748,LOW,no major anomaly detected,False
3798,20,0.06076889740807172,2,0.038053302278263285,0.014247413805836925,1.5969414944254123,1.594366208448458,20.720158861833653,6.076889740807172,11.934197389217765,LOW,risk 1.6x above recent baseline,False
3799,8,0.07208837577205568,1,0.036584365542950505,0.008778492147725078,1.970469480669906,4.0444315073296435,51.69461133122256,7.208837577205568,25.003147078812365,LOW,risk 2.0x above recent baseline; 4.0σ statistical deviation,False
3800,4,0.025641794578556365,0,0.03815245293079097,0.011362425068311255,0.6720877062628425,-1.1010553008728448,4.659125888366308,2.5641794578556363,3.402158030059905,LOW,no major anomaly detected,False
3801,10,0.025496274185911643,0,0.03761920452563587,0.011645147740133588,0.6777462338029244,-1.0410284704198316,6.941613501691095,2.5496274185911645,4.306421851831137,LOW,no major anomaly detected,False
3802,31,0.022880313654689042,0,0.038143431903325,0.010732074750215316,0.5998493715164247,-1.422196416245585,10.032881506161209,2.288031365468904,5.385971421745825,LOW,no major anomaly detected,False
3803,47,0.025977272202913224,1,0.037389852888547105,0.011152005872792622,0.6947679703460489,-1.0233657349012861,11.206653397217828,2.5977272202913224,6.041297691061924,LOW,no major anomaly detected,False
3804,110,0.02861103024897492,2,0.03656046250598591,0.011232825778681961,0.7825675138625652,-0.707696568400241,13.633513858134453,2.861103024897492,7.170067358192277,LOW,110 transactions in window,False
3805,111,0.02662116251494007,2,0.03637828470397691,0.011328412640787015,0.7317871837984109,-0.8612965027339422,13.65947706067744,2.662116251494007,7.061060575167381,LOW,111 transactions in window,False
3806,177,0.03203301072522882,4,0.0361964794838301,0.011453065986164,0.8849758645599441,-0.36352438409339466,15.00062953690677,3.203301072522882,7.922232458276437,LOW,177 transactions in window,False
3807,176,0.033519163531160585,3,0.03567947499029242,0.011344253327886659,0.9394522632488397,-0.19043223001916892,14.9843203237469,3.3519163531160587,8.004877941368395,LOW,176 transactions in window,False
3808,200,0.04202230563624226,10,0.03587485470254647,0.011261234184756169,1.1713582113340082,0.545894955458552,16.63760558802756,4.2022305636242265,9.176380573385561,LOW,200 transactions in window,False
3809,204,0.035142748351204754,3,0.03610344652720885,0.011330708365043974,0.9733904026231933,-0.08478712407495342,15.409462773452246,3.5142748351204753,8.272350010453184,LOW,204 transactions in window,False
3810,186,0.034457605490622434,5,0.03588610690730714,0.011295505616943008,0.9601934692895363,-0.12646635441816662,15.14341957111143,3.4457605490622436,8.12482415788192,LOW,186 transactions in window,False
3811,213,0.04156034953714928,12,0.03595623715707024,0.01128056165226217,1.1558592562285699,0.4967937371234709,16.702788613398596,4.156034953714928,9.174736417588395,LOW,213 transactions in window,False
3812,194,0.04001567835974222,8,0.036395336221175835,0.011285246907551982,1.0994726938793868,0.32080309524674083,16.010733927311005,4.001567835974222,8.805234272508935,LOW,194 transactions in window,False
3813,212,0.040611625264941296,0,0.03654169742368058,0.011309456439113023,1.1113776350910078,0.359869447587696,16.35561728404076,4.06116252649413,8.978944429512783,LOW,212 transactions in window,False
3814,226,0.039347090170341076,1,0.03666771547523883,0.01133842569068104,1.0730717651856874,0.2363092344737419,16.252604953935656,3.9347090170341077,8.861867391794727,LOW,226 transactions in window,False
3815,218,0.04922069925105029,14,0.03673147414192999,0.011349465673946943,1.3400142629958733,1.100424061177586,19.40611119811169,4.9220699251050295,10.715686434307695,LOW,218 transactions in window,False
3816,194,0.03903173629401777,7,0.037367323831745104,0.01161190654658332,1.044541923038617,0.14333670836873935,15.598753146005231,3.903173629401777,8.581405436043159,LOW,194 transactions in window,False
3817,183,0.032533161947815185,2,0.037768965284646454,0.011490137430134682,0.86137286797847,-0.45567804290134556,15.09660112187649,3.2533161947815183,7.990630165619508,LOW,183 transactions in window,False
3818,140,0.043422007377037684,20,0.0375010113469367,0.011535949760062586,1.1578889693220138,0.5132647205693845,15.510221815069123,4.342200737703768,8.80940916864991,LOW,140 transactions in window,False
3819,105,0.049647938775614436,7,0.03761104805027444,0.011581104536755801,1.3200360359341852,1.0393560205883328,16.392306267562713,4.964793877561443,9.535798833561952,LOW,105 transactions in window,False
3820,70,0.05484687428286023,5,0.03764537255507677,0.011616948609250976,1.4569353564669054,1.4807246124929323,21.77600965823278,5.484687428286024,12.001216320264728,LOW,no major anomaly detected,False
