hour_bin,transactions,average_risk,observed_fraud,risk_baseline,risk_std,risk_lift,z_score,spike_score,transaction_risk_score,final_risk_score,severity,explanation,alert
4067,69,0.03647160134374368,4,0.049947315706813177,0.020033852019698293,0.730201429799133,-0.6726471948489734,12.298874045347025,3.647160134374368,7.10784569876343,LOW,no major anomaly detected,False
4068,103,0.03473352169016797,2,0.05059679111228726,0.01928952889116956,0.6864767691114121,-0.8223772343855036,13.444943546257157,3.4733521690167968,7.4619887199129415,LOW,103 transactions in window,False
4069,138,0.04531373540831533,7,0.050429966079709516,0.019413469839183947,0.8985478066095169,-0.2635402487950733,14.284698446395822,4.531373540831533,8.43270350305725,LOW,138 transactions in window,False
4070,179,0.040271609835512645,10,0.050896435158358504,0.01913702713404415,0.791246178837714,-0.5551972753356574,15.032974875408517,4.027160983551265,8.429486540294166,LOW,179 transactions in window,False
4071,195,0.043938232096054415,7,0.05099145112322711,0.01907572940949813,0.8616784015397458,-0.36974832656520995,15.279496313961433,4.393823209605442,8.748092451347839,LOW,195 transactions in window,False
4072,212,0.043980752066133305,10,0.050915914420868076,0.019100955158296483,0.8637918530263621,-0.36307934850695095,15.520285020858202,4.39807520661333,8.846959132311278,LOW,212 transactions in window,False
4073,242,0.03957982635987813,3,0.05071651988104795,0.019149288012487088,0.7804129000315843,-0.5815721980842147,15.901740961444307,3.9579826359878134,8.735485966170412,LOW,242 transactions in window,False
4074,214,0.043987225490085595,6,0.05046081967055996,0.01925960877903398,0.8717104830492635,-0.33612282859668063,15.54734014936332,4.39872254900856,8.858169589150464,LOW,214 transactions in window,False
4075,206,0.04237865239893122,8,0.05030776360692721,0.01929738887346934,0.8423879210781657,-0.4108903676029032,15.43756860275749,4.237865239893122,8.71774658503887,LOW,206 transactions in window,False
4076,226,0.04064325148508227,16,0.0498775343999934,0.01935665011808628,0.8148608782291301,-0.4770599694976606,15.704566715043,4.064325148508227,8.720421775122137,LOW,226 transactions in window,False
4077,237,0.04179427195193071,9,0.049342984023582705,0.019430062337271684,0.8470154932655835,-0.3885068375293728,15.841554226401055,4.179427195193071,8.844278007676264,LOW,237 transactions in window,False
4078,209,0.04804682430564935,3,0.04881544410421629,0.019457084604379712,0.9842545773643683,-0.03950333845975705,15.479222237635886,4.8046824305649345,9.074498353393317,LOW,209 transactions in window,False
4079,213,0.05427464766387226,21,0.0490323246491233,0.01941657003115008,1.1069156531382751,0.2699922286139457,16.335711590221383,5.427464766387226,9.790763495920888,LOW,213 transactions in window,False
4080,202,0.05117949498702708,5,0.049537302359205754,0.01938751303561216,1.033150626893516,0.08470362468898637,15.629711094109453,5.117949498702708,9.322654136865406,LOW,202 transactions in window,False
4081,118,0.03720542010258642,4,0.049540420250712286,0.019387782072688795,0.751011394620769,-0.6362254383652243,13.83497792516881,3.720542010258642,7.76631637622271,LOW,118 transactions in window,False
4082,114,0.05691834576368473,3,0.049431401208731074,0.019452055954038858,1.1514613054025917,0.38489219713554906,14.871957897065514,5.691834576368473,9.36388390464729,LOW,114 transactions in window,False
4083,74,0.05763966200641409,8,0.04934867974684945,0.019414207557769382,1.168008187900791,0.42705746474038647,13.758661378277411,5.763966200641409,8.96184427169581,LOW,no major anomaly detected,False
4084,41,0.10230651701224865,2,0.04913435065050643,0.01928742026497027,2.0821790795599773,2.7568314285302984,40.89683230259814,10.230651701224865,22.497123941774177,LOW,elevated predicted fraud probability; risk 2.1x above recent baseline; 2.8σ statistical deviation,False
4085,19,0.049030140788032854,1,0.04952065301372682,0.020272612978656422,0.990094794881683,-0.024195806737414366,8.672278490830793,4.903014078803285,6.410719843614288,LOW,no major anomaly detected,False
4086,22,0.09945488195664082,6,0.047650677184783496,0.01793521590320628,2.0871661817305753,2.888407089796799,40.835707203619066,9.945488195664081,22.301575798846077,LOW,risk 2.1x above recent baseline; 2.9σ statistical deviation,False
4087,5,0.050147444876096535,0,0.04970538652227464,0.02082494430098737,1.0088935703904807,0.0212273486753546,5.253626271449709,5.014744487609653,5.110297201145675,LOW,no major anomaly detected,False
4088,4,0.02597681953114431,0,0.05075765552887751,0.020143579047601338,0.5117813118134532,-1.2302101795899105,4.659125888366308,2.597681953114431,3.422259527215182,LOW,no major anomaly detected,False
4089,9,0.05061677962999758,2,0.047821298145790114,0.018239933274003254,1.0584568297515689,0.15326160694851726,7.104128412735318,5.061677962999759,5.878658142893983,LOW,no major anomaly detected,False
4090,21,0.029014376568565974,0,0.0488246680760748,0.01767160997942697,0.5942565041785441,-1.1210235813585563,8.948189802923338,2.901437656856597,5.320138515283293,LOW,no major anomaly detected,False
4091,29,0.032880927005698654,0,0.0485376681382415,0.01794442934171848,0.6774311224026989,-0.8725126240789918,9.846050381887412,3.2880927005698655,5.911275773096884,LOW,no major anomaly detected,False
4092,69,0.031679891437956624,1,0.048388056707489614,0.01806397434515477,0.6547047679443828,-0.9249440322646693,12.298874045347025,3.1679891437956624,6.8203431044162075,LOW,no major anomaly detected,False
4093,87,0.030055367598710133,1,0.04826082211364748,0.018174746960747133,0.6227694904975707,-1.0016895725842312,12.961342405387818,3.0055367598710134,6.987859018077735,LOW,no major anomaly detected,False
4094,114,0.04007500115425924,9,0.04762505678824727,0.01854541468686188,0.8414688371384536,-0.40711171798906776,13.735998106546074,4.007500115425924,7.8988993118739845,LOW,114 transactions in window,False
4095,134,0.036632662898700805,3,0.04761686475986171,0.018548847243265783,0.7693211865889171,-0.5921770618467277,14.200170465232894,3.6632662898700805,7.878027960015206,LOW,134 transactions in window,False
4096,172,0.03735564790148631,5,0.04731246604330531,0.018671380598690175,0.7895519093698163,-0.5332663050378549,14.918148810048116,3.7355647901486306,8.208598398108425,LOW,172 transactions in window,False
4097,190,0.044838105759333245,16,0.047036420036445016,0.01877148566720071,0.9532635716024208,-0.11710923237966565,15.204689110610534,4.483810575933324,8.772161989804207,LOW,190 transactions in window,False
4098,141,0.04306485105427457,7,0.04725551501142231,0.018711260547491167,0.9113190501439927,-0.22396481233914678,14.34651312980158,4.306485105427457,8.322496315177107,LOW,141 transactions in window,False
4099,169,0.03462132764333809,2,0.04721708274326352,0.018719210939352127,0.7332373292011042,-0.6728785278788769,14.867508259018889,3.462132764333809,8.024282962207842,LOW,169 transactions in window,False
4100,177,0.04863102420753603,7,0.04689386087844714,0.018872730545720955,1.037044578896836,0.0920462105300796,15.278463878633042,4.863102420753603,9.029247003905379,LOW,177 transactions in window,False
4101,163,0.038276436286617636,4,0.04722668474188271,0.018828087410138444,0.8104832362427592,-0.47536684211725067,14.76348948755042,3.8276436286617637,8.201981972217226,LOW,163 transactions in window,False
4102,169,0.038719577142753175,4,0.047080108255828,0.01888582208470489,0.8224190337956607,-0.4426882280038945,14.867508259018889,3.8719577142753177,8.270177932172746,LOW,169 transactions in window,False
4103,166,0.03486713183856192,11,0.04669147295737399,0.01896088351779586,0.7467558770397571,-0.6236176234991508,14.81596604858521,3.4867131838561916,8.018414329747799,LOW,166 transactions in window,False
4104,148,0.039947650578087905,2,0.04588282646465273,0.0190371080096044,0.8706449374661526,-0.3117687772518005,14.4858124677612,3.9947650578087903,8.191184021789756,LOW,148 transactions in window,False
4105,110,0.04157486610350216,2,0.045414832947613594,0.01903929489982287,0.9154468574498366,-0.2016863998543958,13.633513858134453,4.157486610350216,7.947897509463911,LOW,110 transactions in window,False
4106,91,0.03897233171623317,3,0.045596893197651756,0.018978173550467194,0.8547146303871477,-0.34906211937636683,13.090024820644249,3.897233171623317,7.57434983123169,LOW,no major anomaly detected,False
4107,82,0.06688952366484557,8,0.04484914261234127,0.018865917076634344,1.4914337213313724,1.1682644932114947,18.581062117490784,6.688952366484557,11.445796266887047,LOW,no major anomaly detected,False
4108,46,0.08048309464394658,4,0.04523455351477592,0.01922955270604672,1.779239284801533,1.8330400955237394,27.403002182923398,8.048309464394658,15.790186551806155,LOW,risk 1.8x above recent baseline,False
4109,21,0.0566208691231709,2,0.04432524424942999,0.016772450796305682,1.2773955357030893,0.7330845696354141,11.028656320696506,5.66208691231709,7.808714675668856,LOW,no major anomaly detected,False
4110,11,0.07013387253690363,0,0.044641524596727426,0.016935803305470037,1.5710456390202452,1.5052340583066715,17.79176881623858,7.013387253690364,11.32473987870965,LOW,risk 1.6x above recent baseline,False
4111,14,0.08475061964046737,2,0.043419815870905036,0.01352361364463548,1.9518880479006704,3.0561952489641966,40.68107505196266,8.475061964046738,21.357467199213104,LOW,risk 2.0x above recent baseline; 3.1σ statistical deviation,False
4112,5,0.02427846024870162,1,0.04486161481942049,0.015906671317722852,0.5411856070368544,-1.2939950892042125,5.186924493521103,2.427846024870162,3.5314774123305384,LOW,no major anomaly detected,False
4113,10,0.05233753231832412,0,0.04479084984931871,0.01599785447583478,1.1684871462451207,0.47173091119217836,8.2052670985295,5.233753231832412,6.4223587785112475,LOW,no major anomaly detected,False
4114,7,0.03556643568308049,0,0.044862547877998975,0.016028925733610325,0.7927867980169403,-0.5799585293121604,6.019728903696724,3.556643568308049,4.54187770246352,LOW,no major anomaly detected,False
4115,22,0.0580837119013826,2,0.045135550341103746,0.01580144878305866,1.2868727967738394,0.8194287585933938,11.228418193983561,5.80837119013826,7.976389991676381,LOW,no major anomaly detected,False
4116,40,0.034091411186155746,0,0.04618566637842391,0.015789080252280215,0.7381383415977275,-0.7659885819201879,10.750336885085938,3.4091411186155747,6.34561942520372,LOW,no major anomaly detected,False
4117,136,0.035252001060772135,2,0.04628614636793221,0.015700176490909063,0.7616101971538354,-0.7028039024624483,14.242742963054718,3.5252001060772136,7.812217248868215,LOW,136 transactions in window,False
4118,238,0.03854816808325327,1,0.04650267276218479,0.015501173079521173,0.8289452152651323,-0.5131550133738155,15.853692096086599,3.854816808325327,8.654366923429837,LOW,238 transactions in window,False
4119,261,0.037493341589685536,3,0.04643905471755955,0.015531802557281454,0.8073665973116491,-0.5759610383200614,16.11967621265903,3.7493341589685536,8.697470980444745,LOW,261 transactions in window,False
4120,182,0.04907236483363583,8,0.04647491632968392,0.015509153094275422,1.0558892561640374,0.16747842310684607,15.499994603906032,4.907236483363583,9.144339731580564,LOW,182 transactions in window,False
4121,166,0.041343081674180986,1,0.04696311286852348,0.0153935950889673,0.880330948034127,-0.36508893223847416,14.81596604858521,4.134308167418099,8.406971319884944,LOW,166 transactions in window,False
4122,159,0.035133124913485296,3,0.04681748686497545,0.015431058226233288,0.7504273993777457,-0.7571977099811839,14.692007394527515,3.5133124913485294,7.984790452620124,LOW,159 transactions in window,False
4123,179,0.03697170415595848,3,0.04648699827577591,0.015598947187544891,0.7953127869566965,-0.6099959186614204,15.032974875408517,3.6971704155958482,8.231492199520916,LOW,179 transactions in window,False
4124,195,0.038831840846462996,2,0.046584930630468424,0.015528432592587923,0.8335708633869985,-0.4992834748631459,15.279496313961433,3.8831840846462997,8.441708976372354,LOW,195 transactions in window,False
4125,178,0.035114915015614374,3,0.046176631323757045,0.015600953056866426,0.760447741833181,-0.709041061005827,15.016847381446407,3.5114915015614376,8.113633853515426,LOW,178 transactions in window,False
4126,227,0.038791670970578944,9,0.04604490127079858,0.015683688498607573,0.8424748430328465,-0.46246967356330676,15.717291472581651,3.8791670970578944,8.614416847267396,LOW,227 transactions in window,False
4127,267,0.03924540570707105,7,0.04604790518029132,0.01568223130867896,0.8522734216336998,-0.43377114769730396,16.185223413198123,3.924540570707105,8.828813707703512,LOW,267 transactions in window,False
4128,369,0.03723780708965744,9,0.04623033325814587,0.015571588256812083,0.805484288458943,-0.5774957583119039,17.118867855444144,3.723780708965744,9.081815567557104,LOW,369 transactions in window,False
4129,156,0.03720817978572053,3,0.04611742311279459,0.015628844230715533,0.8068139387301906,-0.570051322769257,14.637213121202924,3.720817978572053,8.087376035624402,LOW,156 transactions in window,False
4130,136,0.03745202812163621,0,0.0459354778495537,0.01570923717505651,0.8153181348041662,-0.5400293873841122,14.242742963054718,3.745202812163621,7.944218872520061,LOW,136 transactions in window,False
4131,93,0.04028436945747076,3,0.04587213186644549,0.015741568150705983,0.8781882990473775,-0.35496860004535974,13.1522826540974,4.028436945747076,7.677975229087206,LOW,no major anomaly detected,False
4132,49,0.05468964938068609,2,0.04476358377447154,0.015121722782854936,1.2217442119072544,0.6564110286077164,12.987909667269268,5.468964938068608,8.476542829748873,LOW,no major anomaly detected,False
4133,36,0.05277249115161032,0,0.04368885688850235,0.01327673989376346,1.2079165011410156,0.6841765626044132,12.012539424403206,5.277249115161032,7.971365238857903,LOW,no major anomaly detected,False
4134,30,0.03206915722591768,0,0.043528507806354,0.013136259638820738,0.7367391817928672,-0.8723450126222566,9.940972908074516,3.206915722591768,5.900538596784867,LOW,no major anomaly detected,False
4135,11,0.048507831058894425,0,0.04194247800172957,0.012036195065677225,1.1565323121083622,0.5454674854752737,8.367493135566061,4.850783105889443,6.25746711776009,LOW,no major anomaly detected,False
4136,5,0.01417369888230113,0,0.04043236181083071,0.008042944130322867,0.35055332529460076,-3.264807327149179,5.186924493521103,1.417369888230113,2.925191730346509,LOW,no major anomaly detected,False
4137,11,0.04224333118181395,0,0.040011330087230686,0.009117971443304085,1.0557842263608124,0.24479141094726334,7.611882492459437,4.224333118181395,5.579352867892612,LOW,no major anomaly detected,False
4138,33,0.036085703714780835,0,0.03959073837320943,0.00875005914173213,0.9114683180346945,-0.4005726820418667,10.20838237065258,3.6085703714780837,6.248495171147882,LOW,no major anomaly detected,False
4139,65,0.030502058770778023,1,0.03961237454119694,0.008740312215775203,0.7700133891003133,-1.0423329905739411,12.128537995212197,3.0502058770778024,6.681538724331561,LOW,no major anomaly detected,False
4140,76,0.02792222505321738,0,0.03846313899408842,0.007986809938374537,0.7259476419100604,-1.3197902569616307,12.574785357439572,2.792222505321738,6.705247646168872,LOW,no major anomaly detected,False
4141,128,0.03657720804947457,4,0.03820608957188266,0.008229224528315208,0.9573659188715601,-0.19793864133897598,14.068562453285875,3.657720804947457,7.822057464282825,LOW,128 transactions in window,False
4142,162,0.03715095070009722,2,0.03826130652974525,0.00821297112458431,0.9709796677020213,-0.13519538944004636,14.745783758478234,3.715095070009722,8.127370545397127,LOW,162 transactions in window,False
4143,193,0.035194142019903854,3,0.03820308913878042,0.00821580088480562,0.9212381200916513,-0.36623905095379583,15.24980500056326,3.5194142019903856,8.211570521419535,LOW,193 transactions in window,False
4144,212,0.04150147370315027,8,0.038107289156706185,0.008237812061820029,1.089069168171118,0.4120250038447938,16.188303782141585,4.150147370315027,8.96540993504565,LOW,212 transactions in window,False
4145,185,0.042697452249713004,0,0.037791835359602614,0.007939211799107206,1.1298062622106526,0.6178972187972167,16.101444368175514,4.269745224971301,9.002424882252987,LOW,185 transactions in window,False
4146,178,0.04619543293721196,8,0.03784826746691645,0.007970304201534538,1.2205428683781063,1.047283172540443,17.261958551037743,4.619543293721196,9.676509396647814,LOW,178 transactions in window,False
4147,176,0.04073545451118937,5,0.03830919696790506,0.008124831654927197,1.0633335526536096,0.29862250029672216,15.459321968648974,4.073545451118937,8.627856058130952,LOW,176 transactions in window,False
4148,244,0.04252550836823665,6,0.03846601989937302,0.008134211308234354,1.1055344035978572,0.4990635619158516,16.71697762684719,4.252550836823666,9.238321552833074,LOW,244 transactions in window,False
4149,206,0.04739448335489932,16,0.03861992271278025,0.008176267908061962,1.2272029570689782,1.0731743065154673,18.056269612218166,4.739448335489932,10.066176846181227,LOW,206 transactions in window,False
4150,226,0.0410231582868711,7,0.03913157139358379,0.008330160547971843,1.0483391498455763,0.2270768831397686,16.06711033888482,4.10231582868711,8.888233632766195,LOW,226 transactions in window,False
4151,180,0.04444319735210418,4,0.03922455003176263,0.008338650989297569,1.1330454349665116,0.6258383192964357,16.046853782164096,4.444319735210418,9.085333353991889,LOW,180 transactions in window,False
4152,186,0.03278204869508723,6,0.03944112468363901,0.008406440187424298,0.8311641454962339,-0.7921398166269582,15.14341957111143,3.2782048695087234,8.024290750149806,LOW,186 transactions in window,False
4153,200,0.05098158252030507,11,0.03925546808386526,0.00850583146772153,1.2987128929755258,1.3785970814186497,22.325229218072067,5.098158252030506,11.98898663844713,LOW,200 transactions in window,False
4154,147,0.042515192260008126,3,0.03982935986447294,0.008820521560537517,1.067433481348288,0.30449813847192886,14.972069378422232,4.251519226000813,8.53973928696938,LOW,147 transactions in window,False
4155,94,0.05122028111875612,2,0.040040325036905106,0.008821738594157169,1.2792174157314276,1.2673189034705412,18.61853347756208,5.122028111875612,10.5206302581502,LOW,no major anomaly detected,False
4156,56,0.07706690961322285,5,0.040495988022791994,0.009112531796558588,1.9030751779620236,4.0132558554409785,56.14290089784457,7.706690961322285,27.0811749359312,LOW,risk 1.9x above recent baseline; 4.0σ statistical deviation,False
4157,29,0.062200143001123614,6,0.04142837386581436,0.011468269011342862,1.5013899218585933,1.8112383930621636,23.746954709103907,6.220014300112362,13.23079046370898,LOW,risk 1.5x above recent baseline,False
4158,18,0.03720245378725884,0,0.04182119269287742,0.012021830688838584,0.889559847335363,-0.38419597024492746,8.523790677828302,3.720245378725884,5.641663498366851,LOW,no major anomaly detected,False
4159,14,0.0632678362106469,3,0.042035080049599965,0.01188567663317268,1.5051199173640921,1.7864154323184884,21.458066364866966,6.326783621064689,12.3792967185856,LOW,risk 1.5x above recent baseline,False
4160,5,0.02588404643826662,0,0.04265008026425632,0.012595806979828955,0.6068932643946093,-1.3310805613994392,5.186924493521103,2.588404643826662,3.627812583704438,LOW,no major anomaly detected,False
4161,19,0.035069032759666156,1,0.043138011412421545,0.011634902290646973,0.8129496843141004,-0.6935149476280392,8.672278490830793,3.5069032759666157,5.573053361912287,LOW,no major anomaly detected,False
4162,29,0.03940868944527042,0,0.042839082311498716,0.011750476840284152,0.9199237546387048,-0.29193648163008,9.846050381887412,3.940868944527042,6.30294151947119,LOW,no major anomaly detected,False
4163,51,0.02533834740070444,0,0.042977540050269124,0.01168684622362866,0.5895718408049223,-1.5093201632020683,11.438367245024915,2.5338347400704437,6.095647742052233,LOW,no major anomaly detected,False
4164,76,0.029296067880904657,1,0.04276238540984939,0.0119705927802979,0.6850896553155554,-1.1249499315613352,12.574785357439572,2.9296067880904655,6.787678215830108,LOW,no major anomaly detected,False
4165,120,0.03187945413299211,5,0.042819628861003024,0.011899616014346626,0.7445056153213317,-0.9193720801428403,13.88322700338219,3.1879454132992113,7.466058049332403,LOW,120 transactions in window,False
4166,157,0.038039220390710365,4,0.04262388911448292,0.01204451864862901,0.8924389862347226,-0.38064358215713456,14.655593358688465,3.8039220390710367,8.144590566918009,LOW,157 transactions in window,False
4167,156,0.043275982718125126,10,0.042660900351591806,0.012028323701262096,1.0144179415217234,0.0511361667518793,14.74534768261585,4.327598271812513,8.49469803613385,LOW,156 transactions in window,False
4168,219,0.08107426567057671,30,0.04299764371401769,0.01192286344829962,1.8855513620655833,3.193580310775875,49.675281092712204,8.10742656705767,24.734568377319487,LOW,risk 1.9x above recent baseline; 3.2σ statistical deviation; 219 transactions in window,True
4169,167,0.053410640419955795,5,0.04464651004599379,0.014221688649720107,1.1963004580858256,0.6162510366962988,16.305502387377754,5.34106404199558,9.72683938014845,LOW,167 transactions in window,False
4170,191,0.04027557850253355,9,0.04509289288642057,0.014325603131234148,0.8931690988196119,-0.3362730587854846,15.219805999682311,4.027557850253355,8.504457110024937,LOW,191 transactions in window,False
4171,179,0.03638242792129098,10,0.04484623228497563,0.014356724746306278,0.811270558697075,-0.5895358804494898,15.032974875408517,3.6382427921290983,8.196135625440867,LOW,179 transactions in window,False
4172,188,0.04196935107982914,5,0.0446648561770632,0.014438182320452507,0.9396504247870323,-0.18669282859904918,15.174216432615061,4.196935107982914,8.587847637835774,LOW,188 transactions in window,False
4173,166,0.04344718155371891,7,0.04464168295671289,0.014442211006290643,0.9732424648024082,-0.08270903966668856,14.81596604858521,4.344718155371892,8.53321731265722,LOW,166 transactions in window,False
4174,221,0.04753459373228615,12,0.044477212048330377,0.014431971239173657,1.0687404075739622,0.2118478226769825,16.15564321617141,4.753459373228615,9.314332910405732,LOW,221 transactions in window,False
4175,178,0.05003489106533267,7,0.044748521858556,0.014425417991941174,1.1181350575888556,0.3664621163650111,15.902860313362824,5.003489106533267,9.36323758926509,LOW,178 transactions in window,False
4176,157,0.03604756483240566,3,0.0449815090966072,0.014465373078091944,0.8013862930873658,-0.6176089766901447,14.655593358688465,3.6047564832405663,8.025091233419726,LOW,157 transactions in window,False
4177,169,0.046516693331376105,10,0.04511757226899546,0.014360612845974686,1.0310105573508908,0.09742767090701303,15.10008743915057,4.651669333137611,8.831036575542795,LOW,169 transactions in window,False
4178,137,0.05982623475939501,4,0.04493153521945675,0.014310175642108494,1.3314976767917868,1.0408467311966296,17.26061342759714,5.982623475939501,10.493819456602557,LOW,137 transactions in window,False
4179,94,0.05762400935730289,2,0.0456528286569312,0.014616091398390785,1.2622221021687814,0.8190411768832878,15.14958233246047,5.762400935730289,9.517273494422362,LOW,no major anomaly detected,False
4180,45,0.06165592149049545,1,0.04591965066687065,0.01477968188665595,1.3426914315569467,1.064723242645197,14.462674789154068,6.165592149049545,9.484425205091355,LOW,no major anomaly detected,False
4181,38,0.08376461775107433,10,0.04527752616175701,0.01365996949176822,1.8500263784690796,2.817509337228786,39.699627388727215,8.376461775107433,20.905728020555348,LOW,risk 1.9x above recent baseline; 2.8σ statistical deviation,False
4182,19,0.023798673825104904,1,0.04617604594300495,0.015417642041909284,0.515390032625998,-1.4514133910407538,8.672278490830793,2.3798673825104903,4.896831825838611,LOW,no major anomaly detected,False
4183,12,0.03182574381827465,0,0.04561755511124854,0.01598901840469683,0.6976643912778865,-0.8625802375036667,7.425214642560432,3.1825743818274654,4.879630486120652,LOW,no major anomaly detected,False
4184,9,0.030757111515782285,0,0.04430746792823303,0.015766516630470365,0.6941744350094905,-0.8594388177197828,6.6657021895985515,3.0757111515782287,4.511707566786358,LOW,no major anomaly detected,False
4185,27,0.0428092067342215,0,0.04451051230646285,0.0155488155905612,0.9617774434828438,-0.10941705252933333,9.646324458212959,4.28092067342215,6.427082187338474,LOW,no major anomaly detected,False
4186,33,0.03416374057689637,0,0.04483301955540266,0.015424242588121561,0.7620218516550804,-0.6917214195478788,10.20838237065258,3.416374057689637,6.133177382874814,LOW,no major anomaly detected,False
4187,66,0.023975121912057678,0,0.044614480019220415,0.015541152795192066,0.5373843178656106,-1.3280455046776127,12.17207081073364,2.397512191205768,6.307335639016918,LOW,no major anomaly detected,False
4188,102,0.04193224382026843,5,0.04455767895719346,0.015616974149350656,0.9410778299415622,-0.16811420136942426,13.416973496022736,4.193224382026843,7.8827240276252,LOW,102 transactions in window,False
4189,143,0.04180817545604115,2,0.04508418628800028,0.01528965318531095,0.9273357001270515,-0.21426325321142362,14.38700158950669,4.180817545604115,8.263291163165146,LOW,143 transactions in window,False
4190,169,0.03745283663041637,3,0.045497883009793995,0.015049267193405436,0.8231775667969908,-0.5345806062173547,14.867508259018889,3.745283663041637,8.194173501432537,LOW,169 transactions in window,False
4191,173,0.03862815690449206,6,0.04547345035311507,0.015062373198619992,0.849466152326968,-0.454463141920436,14.93483403018071,3.862815690449206,8.291623026341808,LOW,173 transactions in window,False
4192,168,0.03103152164022333,2,0.045279790944213694,0.015121617221144648,0.6853282886940725,-0.942245071781537,14.850429285120864,3.1031521640223327,7.802063012461746,LOW,168 transactions in window,False
4193,208,0.03526497788982512,11,0.043194676609615644,0.013313412629027632,0.8164195372624857,-0.5956172876743236,15.465404179519398,3.5264977889825118,8.302060345197267,LOW,208 transactions in window,False
4194,197,0.03875731144540651,4,0.042438607337526864,0.013222962260136802,0.9132559684901554,-0.27840175444032955,15.30888618750106,3.8757311445406515,8.448993161724815,LOW,197 transactions in window,False
4195,165,0.037911419865931814,7,0.04237534621014657,0.013237384494512176,0.894657466110663,-0.3372211743237771,14.798579343594048,3.7911419865931815,8.194116929393529,LOW,165 transactions in window,False
4196,168,0.03646634671905587,5,0.04243905420783994,0.013210941067839045,0.8592638879383719,-0.4521031059115188,14.850429285120864,3.646634671905587,8.128152517191698,LOW,168 transactions in window,False
4197,193,0.04298573638829936,4,0.042209762359474386,0.013267084128592942,1.018383757345433,0.058488664223709325,15.387683180654008,4.298573638829936,8.734217455559564,LOW,193 transactions in window,False
4198,177,0.033532469341974944,3,0.0421905354775819,0.013265547148794018,0.7947865312065676,-0.6526731267465335,15.00062953690677,3.3532469341974944,8.012199975281206,LOW,177 transactions in window,False
4199,168,0.03538574418117334,4,0.0416071136279856,0.013328056467919179,0.8504734189821888,-0.4667874466008746,14.850429285120864,3.5385744181173338,8.063316364918746,LOW,168 transactions in window,False
4200,169,0.036803595079103885,3,0.0409967325078123,0.013260581491696928,0.8977202042160464,-0.3162106753262619,14.867508259018889,3.6803595079103886,8.15521900835379,LOW,169 transactions in window,False
4201,113,0.029787305470655792,1,0.041028233768091386,0.013249206406691545,0.7260196877844173,-0.8484227622688658,13.710715171349404,2.978730547065579,7.2715243967791094,LOW,113 transactions in window,False
4202,94,0.037831654116701426,0,0.04033117594056138,0.013387255050681356,0.9380250695505715,-0.1867090612972778,13.18291656619461,3.7831654116701428,7.5430658734799305,LOW,no major anomaly detected,False
4203,58,0.049410102939768843,0,0.03941473508044915,0.012731442262319832,1.253594698503446,0.785093130328379,13.705932370233883,4.941010293976884,8.446979124479684,LOW,no major anomaly detected,False
4204,57,0.06673769411133175,4,0.03907248897971856,0.012324559855131062,1.7080481907864489,2.2447215524776234,32.62386667476051,6.673769411133175,17.053808316584107,LOW,risk 1.7x above recent baseline; 2.2σ statistical deviation,False
4205,22,0.02758860507600678,0,0.039284229505586736,0.012765197205719035,0.7022819442617123,-0.9162118094297916,9.076872218179766,2.758860507600678,5.2860651918323125,LOW,no major anomaly detected,False
4206,25,0.0372577096646782,3,0.03694356231079226,0.008784000562896506,1.008503439685733,0.035763585354592994,9.49556674143567,3.7257709664678202,6.03368927645496,LOW,no major anomaly detected,False
4207,9,0.03724209426793802,0,0.03750435547077447,0.008325999549515467,0.9930071801116321,-0.03149906522054894,6.6657021895985515,3.724209426793802,4.900806531915702,LOW,no major anomaly detected,False
4208,14,0.06717079568686926,0,0.037730036739510454,0.008238330237275654,1.7803002989532948,3.5736318039484924,45.86212387216104,6.717079568686926,22.375097290076575,LOW,risk 1.8x above recent baseline; 3.6σ statistical deviation,False
4209,17,0.026868391949297507,0,0.03924727357997241,0.010051823056287289,0.6845925716228157,-1.2315061219598438,8.367272685809965,2.6868391949297505,4.959012591281836,LOW,no major anomaly detected,False
4210,37,0.03378071980452337,0,0.03858307296393391,0.010329067930073174,0.8755321235325241,-0.4649357707706076,10.530366979060544,3.3780719804523374,6.23898997989562,LOW,no major anomaly detected,False
4211,77,0.032380561149489576,6,0.03856711376508503,0.010336486248930202,0.839589950824991,-0.5985160204934966,12.612139136081534,3.2380561149489577,6.987689323401988,LOW,no major anomaly detected,False
4212,101,0.03491155636927841,1,0.03891734039997803,0.009955970901789065,0.8970694299885436,-0.4023499134554312,13.38873056294144,3.491155636927841,7.45018560733328,LOW,101 transactions in window,False
4213,123,0.04381237076259936,4,0.03862481175618678,0.009966670789982835,1.1343063893529954,0.5204906548760917,14.961423430686462,4.381237076259936,8.613311618030547,LOW,123 transactions in window,False
4214,127,0.05920112134742597,6,0.03870831989396004,0.010002833750682656,1.5294159371836642,2.048699594959016,31.12539857449087,5.920112134742597,16.002226710641906,LOW,risk 1.5x above recent baseline; 2.0σ statistical deviation; 127 transactions in window,True
4215,151,0.03971168991045507,7,0.03961449842383544,0.010834675723004547,1.0024534322151395,0.008970410292323722,14.561920323138578,3.9711689910455066,8.207469523882736,LOW,151 transactions in window,False
4216,173,0.0384797270349921,8,0.03965964563241723,0.010832644328949377,0.970248887033406,-0.10892249035370745,14.93483403018071,3.84797270349921,8.282717234171809,LOW,173 transactions in window,False
